Run ID,Name,Source Type,Source Name,User,Status,classifier,dataset,hidden layer sizes,kernel,Accuracy,Balanced_accuracy,Cohens_kappa,F1_score
dc7027a9067445b183b734c46b081b0a,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 100, 50]",,0.9081786732474674,0.5000244785172431,0.00008891065864957692,0.00012270691453463402
18f61bca5999479cbf02a44d233f3407,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 100, 25]",,0.9082012102363003,0.5017468739267165,0.006307070790515845,0.0076740361775991224
765f3898a1554cb1b39fcf8f469d5727,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 100, 25]",,0.9083984088885884,0.5025449526217973,0.009181668658757247,0.0107095046854083
5dae56dee82e4018916fd63f0a906874,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 100, 10]",,0.9082012102363003,0.500671236507635,0.0024329411952009883,0.002937396732146135
152775221bde499d9c98ef21fada667e,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 100, 10]",,0.9082800896972155,0.5012111115588123,0.0043849322467430785,0.005133532970726639
300774e4c4d941079894fcd681b87d85,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 50, 50]",,0.9081674047530509,0.49999069421179976,-0.00003380040342815249,0
bac8ba33986d483e9a93108c747f47e7,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 50, 50]",,0.9081899417418838,0.5000582628226864,0.00021162172072741736,0.00024541382906926803
2b519bf461b6481a862f6015c9ddc63e,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 50, 25]",,0.9082012102363003,0.5002575298079883,0.0009348356447980155,0.0011035497517013057
aef81fdde1844c80b077b0457c3c6aef,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 50, 25]",,0.9081955759890921,0.5002820083252313,0.001023539183543587,0.001225940909648155
d088e9f46d84432a89ada6c5edce6c4b,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 50, 10]",,0.9081843074946756,0.5006619307194348,0.0023988520396821533,0.002936857562408223
fda1052d79004998972b262fd84078cc,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 50, 10]",,0.9082969924388402,0.5008067106473658,0.0029255847337198437,0.0033067973055725657
d135ffab84294e1e8eda7c2c5c250049,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 25, 50]",,0.9082350157195497,0.5008553307638942,0.0030992735476269573,0.003670398238208846
989e08d6b22c42b194ab7af0ac121338,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 25, 50]",,0.9082124787307168,0.5007877621530077,0.0028544400665798664,0.0034257050223282562
96edfc003705432d9410d9c97aa8f43d,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 25, 25]",,0.9081335992698015,0.5000548239753286,0.00019901155026280648,0.00036784991723376866
d24b3c36107d47d8ba1621a14febb7a4,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 25, 25]",,0.9082237472251332,0.5002423570789456,0.0008800228109887565,0.0009812940815700705
3a0c7206e1ec4e508861e02cf9776dec,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 25, 10]",,0.9081674047530509,0.49999069421179976,-0.00003380040342815249,0
4127da98c43647e1b3037390bfee9e63,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 25, 10]",,0.9081899417418838,0.5000306823760432,0.00011145542625656812,0.00012272197336933178
8b4d4ddeb7824559a0fa82a3b14874bb,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 10, 50]",,0.9081843074946756,0.5,0,0
46126c7a22c44de0ac9244deafd19666,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 10, 50]",,0.9081955759890921,0.5000613647520864,0.0002228996866323607,0.00024542888697999754
cb0f9f4f7c144e1b8dfe2206e2440cbb,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 10, 25]",,0.9082350157195497,0.5002761413843888,0.0010026970054990425,0.0011039558417663294
7f39b429aca7461e9fc3017dfbb17216,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 10, 25]",,0.9081955759890921,0.5001165256453727,0.0004231798518310459,0.000490737332842596
8b2d16c761b24ed2b81dbf5355a4b535,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 10, 10]",,0.9081843074946756,0.5,0,0
9f41b0c27ca04f39a7dfd27b4f6cf107,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 10, 10]",,0.9081843074946756,0.5000275804466432,0.00010018247780541056,0.00012271444348999877
e5e16c5b1bed485abdd976578d4f8530,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 50]",,0.9081166965281768,0.5001282595270576,0.0004653736355804128,0.0007352941176470588
5d7aa9db0e4d4caf877721edd6cc5921,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 50]",,0.9082800896972155,0.5008249853058087,0.0029911109394871183,0.0034282216100397916
d9a70e40ebfb42db8ce10438cf567ab3,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 25]",,0.9076772252459349,0.5017066185122964,0.0061278625889164,0.008711433756805808
a8bd382b2de04f51a8e54aa59446bcba,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 25]",,0.9084603856078789,0.5039305157307109,0.014119381983424328,0.016584952484716423
500233a8205a49d6b261da11e1a64fa9,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[50, 10]",,0.908218112977925,0.5002668355961886,0.000968761228811954,0.0011037527593818985
901a344a33b043a3a1cb4f056e9bcd6f,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[50, 10]",,0.9081955759890921,0.5002544278785882,0.000923529381038457,0.0011034820990681706
e4c998c65d884341b4a64cbdab3be02c,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 50]",,0.9081843074946756,0.5002482240197881,0.0009009202488663437,0.0011033468186833395
7343f69999414b5dad9f02ab9604f008,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 50]",,0.9082237472251332,0.5006560637785923,0.0023786599971316047,0.0028160391796755433
64cea74d088849d0b4af0401a7e8c7ce,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 25]",,0.9081166965281768,0.5006247075666337,0.0022625975748927774,0.00293470286133529
f536d776dca14aea8a8043eb3a445643,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 25]",,0.9082688212027991,0.5010394250201534,0.0037652064715287814,0.004402861860209136
d87482fba54540e99618ae64fb7b94bf,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[25, 10]",,0.9081843074946756,0.5,0,0
9270f47fef9b4ab4b6b63684d0eae92f,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[25, 10]",,0.9081843074946756,0.5,0,0
1e3780e16372476983ceabee1522f74b,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 50]",,0.9081843074946756,0.5,0,0
ad5e71915b984870a80d2f851830ce60,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 50]",,0.9081843074946756,0.5,0,0
1eb0305f0a834639b6bad50b8415cf55,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 25]",,0.9081674047530509,0.49999069421179976,-0.00003380040342815249,0
cd8d7c131333418da75f74c19bf0e52a,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 25]",,0.9081843074946756,0.5,0,0
8706ac71f52e46a9a10989172379f6fd,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,"[10, 10]",,0.9081674047530509,0.49999069421179976,-0.00003380040342815249,0
3c11365ff62f4ec7877f5d75019a8b4d,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,"[10, 10]",,0.9081786732474674,0.5000520589638862,0.00018906917797201217,0.0002453837187902583
5fc7c8115d3a4bc2971d8a831e82e489,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,[50],,0.9081335992698015,0.5000548239753286,0.00019901155026280648,0.00036784991723376866
8ead250f32cb41b3bb18739966939b36,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,[50],,0.9081899417418838,0.5004719695223331,0.0017117114939724232,0.002082185069508237
3e14a76354ed41f1ac409388129d941b,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,validation,[25],,0.9081843074946756,0.5003309653597174,0.0012008663702119948,0.0014705882352941176
b267b338ff4043e681f84f3d863ab199,,LOCAL,/Users/dhesenkamp/Documents/GitHub/MLinPractice/code/classification/run_classifier.py,dhesenkamp,FINISHED,mlp,training,[25],,0.9081505020114262,0.5002020319967444,0.0007331211704250107,0.000980512317685991
